barcode	disease	Site.Primary	Histology	Hist.Subtype1	tcga.tumor	CCLE.name
OCIAML3	LAML	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	LAML	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OCIAML5	LAML	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	LAML	OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OCIM1	LAML	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	LAML	OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
P31FUJ	LAML	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	LAML	P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PL21	LAML	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	LAML	PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SIGM5	LAML	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	LAML	SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SKM1	LAML	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	LAML	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TF1	LAML	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	LAML	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THP1	LAML	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	LAML	THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BDCM	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	acute lymphoblastic B cell leukaemia	BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KOPN8	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	acute lymphoblastic B cell leukaemia	KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MHHCALL2	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	acute lymphoblastic B cell leukaemia	MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MHHCALL3	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	acute lymphoblastic B cell leukaemia	MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MHHCALL4	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	acute lymphoblastic B cell leukaemia	MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MUTZ5	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	acute lymphoblastic B cell leukaemia	MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NALM19	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	acute lymphoblastic B cell leukaemia	NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NALM6	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	acute lymphoblastic B cell leukaemia	NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
REH	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	acute lymphoblastic B cell leukaemia	REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SEM	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	acute lymphoblastic B cell leukaemia	SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SUPB15	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	acute lymphoblastic B cell leukaemia	SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ALLSIL	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	acute lymphoblastic T cell leukaemia	ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DND41	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	acute lymphoblastic T cell leukaemia	DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HPBALL	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	acute lymphoblastic T cell leukaemia	HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JURKAT	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	acute lymphoblastic T cell leukaemia	JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
LOUCY	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	acute lymphoblastic T cell leukaemia	LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MOLT13	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	acute lymphoblastic T cell leukaemia	MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MOLT16	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	acute lymphoblastic T cell leukaemia	MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MUTZ3	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	acute lymphoblastic T cell leukaemia	MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
P12ICHIKAWA	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	acute lymphoblastic T cell leukaemia	P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PEER	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	acute lymphoblastic T cell leukaemia	PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PF382	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	acute lymphoblastic T cell leukaemia	PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
RPMI8402	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	acute lymphoblastic T cell leukaemia	RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SUPT1	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	acute lymphoblastic T cell leukaemia	SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TALL1	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	acute lymphoblastic T cell leukaemia	TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JM1	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified	B cell lymphoma unspecified	JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BV173	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	blast phase chronic myeloid leukaemia	BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CMLT1	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	blast phase chronic myeloid leukaemia	CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EM2	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	blast phase chronic myeloid leukaemia	EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JK1	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	blast phase chronic myeloid leukaemia	JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JURLMK1	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	blast phase chronic myeloid leukaemia	JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
K562	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	blast phase chronic myeloid leukaemia	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KCL22	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	blast phase chronic myeloid leukaemia	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KYO1	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	blast phase chronic myeloid leukaemia	KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
LAMA84	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	blast phase chronic myeloid leukaemia	LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MEG01	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	blast phase chronic myeloid leukaemia	MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MOLM6	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	blast phase chronic myeloid leukaemia	MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NALM1	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia	blast phase chronic myeloid leukaemia	NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EHEB	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	chronic lymphocytic leukaemia small lymphocytic lymphoma	EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JVM2	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	chronic lymphocytic leukaemia small lymphocytic lymphoma	JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JVM3	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	chronic lymphocytic leukaemia small lymphocytic lymphoma	JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MEC1	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	chronic lymphocytic leukaemia small lymphocytic lymphoma	MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
697	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	haematopoietic neoplasm other	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KE37	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	haematopoietic neoplasm other	KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KU812	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	chronic_myeloid_leukaemia	haematopoietic neoplasm other	KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCO2	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	chronic_myeloid_leukaemia	haematopoietic neoplasm other	NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SET2	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	essential_thrombocythaemia	haematopoietic neoplasm other	SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KASUMI2	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	lymphoid neoplasm other	KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
RCHACV	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	lymphoid neoplasm other	RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SUPT11	LCLL	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	peripheral_T_cell_lymphoma_unspecified	lymphoid neoplasm other	SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CMK	LCLL	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia	yes	CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AMO1	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EJM	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HUNS1	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JJN3	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KARPAS620	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KHM1B	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMM1	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS11	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS12BM	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS20	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS21BM	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS26	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS27	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS28BM	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS34	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
L363	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
LP1	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MM1S	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MOLP2	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MOLP8	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCIH929	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OPM2	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SKMM2	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
U266B1	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
RPMI8226	MM	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	yes	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KARPAS299	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	anaplastic large cell lymphoma	KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KIJK	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	anaplastic large cell lymphoma	KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SR786	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	anaplastic large cell lymphoma	SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SUDHL1	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	anaplastic large cell lymphoma	SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SUPM2	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma	anaplastic large cell lymphoma	SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BL41	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	Burkitt lymphoma	BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BL70	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	Burkitt lymphoma	BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CA46	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	Burkitt lymphoma	CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DAUDI	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	Burkitt lymphoma	DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EB1	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	Burkitt lymphoma	EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
GA10	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	Burkitt lymphoma	GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NAMALWA	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	Burkitt lymphoma	NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
P3HR1	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	Burkitt lymphoma	P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
RAJI	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	Burkitt lymphoma	RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ST486	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma	Burkitt lymphoma	ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HDMYZ	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma	Hodgkin lymphoma	HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HS611T	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma	Hodgkin lymphoma	HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HS616T	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma	Hodgkin lymphoma	HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMH2	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma	Hodgkin lymphoma	KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
L1236	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma	Hodgkin lymphoma	L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
L428	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma	Hodgkin lymphoma	L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
L540	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma	Hodgkin lymphoma	L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TO175T	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma	Hodgkin lymphoma	TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DEL	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	NS	lymphoid neoplasm other	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HH	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	adult_T_cell_lymphoma-leukaemia	lymphoid neoplasm other	HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HUT102	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome	lymphoid neoplasm other	HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HUT78	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome	lymphoid neoplasm other	HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MJ	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome	lymphoid neoplasm other	MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
GRANTA519	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mantle_cell_lymphoma	mantle cell lymphoma	GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JEKO1	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mantle_cell_lymphoma	mantle cell lymphoma	JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MINO	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mantle_cell_lymphoma	mantle cell lymphoma	MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
REC1	OTHER	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mantle_cell_lymphoma	mantle cell lymphoma	REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KE97	STAD	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma	plasma cell myeloma	KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BFTC909	KIPAN	kidney	carcinoma	NS	KIPAN	BFTC909_KIDNEY
TUHR10TKB	KIPAN	kidney	carcinoma	NS	KIPAN	TUHR10TKB_KIDNEY
TUHR14TKB	KIPAN	kidney	carcinoma	NS	KIPAN	TUHR14TKB_KIDNEY
TUHR4TKB	KIPAN	kidney	carcinoma	NS	KIPAN	TUHR4TKB_KIDNEY
VMRCRCW	KIPAN	kidney	carcinoma	NS	KIPAN	VMRCRCW_KIDNEY
769P	KIRC	kidney	carcinoma	clear_cell_renal_cell_carcinoma	KIPAN	769P_KIDNEY
786O	KIRC	kidney	carcinoma	clear_cell_renal_cell_carcinoma	KIPAN	786O_KIDNEY
CAKI1	KIRC	kidney	carcinoma	clear_cell_renal_cell_carcinoma	KIPAN	CAKI1_KIDNEY
CAKI2	KIRC	kidney	carcinoma	clear_cell_renal_cell_carcinoma	KIPAN	CAKI2_KIDNEY
KMRC1	KIRC	kidney	carcinoma	clear_cell_renal_cell_carcinoma	KIPAN	KMRC1_KIDNEY
KMRC2	KIRC	kidney	carcinoma	clear_cell_renal_cell_carcinoma	KIPAN	KMRC2_KIDNEY
KMRC3	KIRC	kidney	carcinoma	clear_cell_renal_cell_carcinoma	KIPAN	KMRC3_KIDNEY
SNU1272	KIRC	kidney	carcinoma	clear_cell_renal_cell_carcinoma	KIPAN	SNU1272_KIDNEY
SNU349	KIRC	kidney	carcinoma	clear_cell_renal_cell_carcinoma	KIPAN	SNU349_KIDNEY
A498	KIRC	kidney	carcinoma	renal_cell_carcinoma	renal cell carcinoma	A498_KIDNEY
A704	KIRC	kidney	carcinoma	renal_cell_carcinoma	renal cell carcinoma	A704_KIDNEY
ACHN	KIRC	kidney	carcinoma	renal_cell_carcinoma	renal cell carcinoma	ACHN_KIDNEY
CAL54	KIRC	kidney	carcinoma	renal_cell_carcinoma	renal cell carcinoma	CAL54_KIDNEY
KMRC20	KIRC	kidney	carcinoma	renal_cell_carcinoma	renal cell carcinoma	KMRC20_KIDNEY
OSRC2	KIRC	kidney	carcinoma	renal_cell_carcinoma	renal cell carcinoma	OSRC2_KIDNEY
RCC10RGB	KIRC	kidney	carcinoma	renal_cell_carcinoma	renal cell carcinoma	RCC10RGB_KIDNEY
VMRCRCZ	KIRC	kidney	carcinoma	renal_cell_carcinoma	renal cell carcinoma	VMRCRCZ_KIDNEY
C2BBE1	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	C2BBE1_LARGE_INTESTINE
CCK81	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	CCK81_LARGE_INTESTINE
CL11	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	CL11_LARGE_INTESTINE
CL34	COADREAD	large_intestine	carcinoma	adenocarcinoma	COAD	CL34_LARGE_INTESTINE
